sku,qty
msj0000446,500
msj0000447,500
msj0000448,500
msj0000449,500
msj0000450,500
msj0000451,500
msj0000452,500
msj0000453,500
msj0000454,500
msj0000455,500
msj0000456,500
msj0000457,500
msj0000458,500
msj0000459,500
msj0000460,500
msj0000461,500
msj0000462,500
msj0000463,500
msj0000464,500
msj0000465,500
msj0000466,500
msj0000467,500
msj0000468,500
msj0000469,500
msj0000470,500
msj0000471,500
msj0000472,500
msj0000473,500
msj0000474,500
msj0000475,500
msj0000476,500
msj0000477,500
msj0000478,500
msj0000479,500
msj0000480,500
msj0000481,500
msj0000482,500
msj0000483,500
msj0000484,500
msj0000485,500
msj0000486,500
msj0000487,500
msj0000488,500
msj0000489,500
msj0000490,500
msj0000491,500
msj0000492,500
msj0000493,500
msj0000494,500
msj0000495,500
msj0000496,500
msj0000497,500
msj0000498,500
msj0000499,500
msj0000500,500
msj0000501,500
msj0000502,500
msj0000503,500
msj0000504,500
msj0000505,500
msj0000506,500
msj0000507,500
msj0000508,500
msj0000509,500
msj0000510,500
msj0000511,500
msj0000512,500
msj0000513,500
msj0000514,500
msj0000515,500
msj0000516,500
msj0000517,500
msj0000518,500
msj0000519,500
msj0000520,500
msj0000521,500
msj0000522,500
msj0000523,500
msj0000524,500
msj0000525,500
msj0000526,500
msj0000527,500
msj0000528,500
msj0000529,500
msj0000530,500
msj0000531,500
msj0000532,500
msj0000533,500
msj0000534,500
msj0000535,500
msj0000536,500
msj0000537,500
msj0000538,500
msj0000539,500
msj0000540,500
msj0000541,500
msj0000542,500
msj0000543,500
msj0000544,500
msj0000545,500
msj0000546,500
msj0000547,500
msj0000548,500
msj0000549,500
msj0000550,500
msj0000551,500
msj0000552,500
msj0000553,500
msj0000554,500
msj0000555,500
msj0000556,500
msj0000557,500
msj0000558,500
msj0000559,500
msj0000560,500
msj0000561,500
msj0000562,500
msj0000563,500
msj0000564,500
msj0000565,500
msj0000566,500
msj0000567,500
msj0000568,500
msj0000569,500
msj0000570,500
msj0000571,500
msj0000572,500
msj0000573,500
msj0000574,500
msj0000575,500
msj0000576,500
msj0000577,500
msj0000578,500
msj0000579,500
msj0000580,500
msj0000581,500
msj0000582,500
msj0000583,500
msj0000584,500
msj0000585,500
msj0000586,500
msj0000587,500
msj0000588,500
msj0000589,500
msj0000590,500
msj0000591,500
msj0000592,500
msj0000593,500
msj0000594,500
msj0000595,500
msj0000596,500
msj0000597,500
msj0000598,500
msj0000599,500
msj0000600,500
msj0000601,500
msj0000602,500
msj0000603,500
msj0000604,500
msj0000605,500
msj0000606,500
msj0000607,500
msj0000608,500
msj0000609,500
msj0000610,500
msj0000611,500
msj0000612,500
msj0000613,500
msj0000614,500
msj0000615,500
msj0000616,500
msj0000617,500
msj0000618,500
msj0000619,500
msj0000620,500
msj0000621,500
msj0000622,500
msj0000623,500
msj0000624,500
msj0000625,500
msj0000626,500
msj0000627,500
msj0000628,500
msj0000629,500
msj0000630,500
msj0000631,500
msj0000632,500
msj0000633,500
msj0000634,500
msj0000635,500
msj0000636,500
msj0000637,500
msj0000638,500
msj0000639,500
msj0000640,500
msj0000641,500
msj0000642,500
msj0000643,500
msj0000644,500
msj0000645,500
msj0000646,500
msj0000647,500
msj0000648,500
msj0000649,500
msj0000650,500
msj0000651,500
msj0000652,500
msj0000653,500
msj0000654,500
msj0000655,500
msj0000656,500
msj0000657,500
msj0000658,500
msj0000659,500
msj0000660,500
msj0000661,500
msj0000662,500
msj0000663,500
msj0000664,500
msj0000665,500
msj0000666,500
msj0000667,500
msj0000668,500
msj0000669,500
msj0000670,500
msj0000671,500
msj0000672,500
msj0000673,500
msj0000674,500
msj0000675,500
msj0000676,500
msj0000677,500
msj0000678,500
msj0000679,500
msj0000680,500
msj0000681,500
msj0000682,500
msj0000683,500
msj0000684,500
msj0000685,500
msj0000686,500
msj0000687,500
msj0000688,500
msj0000689,500
msj0000690,500
msj0000691,500
msj0000692,500
msj0000693,500
msj0000694,500
msj0000695,500
msj0000696,500
msj0000697,500
msj0000698,500
msj0000699,500
msj0000700,500
msj0000701,500
msj0000702,500
msj0000703,500
msj0000704,500
msj0000705,500
msj0000706,500
msj0000707,500
msj0000708,500
msj0000709,500
msj0000710,500
msj0000711,500
msj0000712,500
msj0000713,500
msj0000714,500
msj0000715,500
msj0000716,500
msj0000717,500
msj0000718,500
msj0000719,500
msj0000720,500
msj0000721,500
msj0000722,500
msj0000723,500
msj0000724,500
msj0000725,500
msj0000726,500
msj0000727,500
msj0000728,500
msj0000729,500
msj0000730,500
msj0000731,500
msj0000732,500
msj0000733,500
msj0000734,500
msj0000735,500
msj0000736,500
msj0000737,500
msj0000738,500
msj0000739,500
msj0000740,500
msj0000741,500
msj0000742,500
msj0000743,500
msj0000744,500
msj0000745,500
msj0000746,500
msj0000747,500
msj0000748,500
msj0000749,500
msj0000750,500
msj0000751,500
msj0000752,500
msj0000753,500
msj0000754,500
msj0000755,500
msj0000756,500
msj0000757,500
msj0000758,500
msj0000759,500
msj0000760,500
msj0000761,500
msj0000762,500
msj0000763,500
msj0000764,500
msj0000765,500
msj0000766,500
msj0000767,500
msj0000768,500
msj0000769,500
msj0000770,500
msj0000771,500
msj0000772,500
msj0000773,500
msj0000774,500
msj0000775,500
msj0000776,500
msj0000777,500
msj0000778,500
msj0000779,500
msj0000780,500
msj0000781,500
msj0000782,500
msj0000783,500
msj0000784,500
msj0000785,500
msj0000786,500
msj0000787,500
msj0000788,500
msj0000789,500
msj0000790,500
msj0000791,500
msj0000792,500
msj0000793,500
msj0000794,500
msj0000795,500
msj0000796,500
msj0000797,500
msj0000798,500
msj0000799,500
msj0000800,500
msj0000801,500
msj0000802,500
msj0000803,500
msj0000804,500
msj0000805,500
msj0000806,500
msj0000807,500
msj0000808,500
msj0000809,500
msj0000810,500
msj0000811,500
msj0000812,500
msj0000813,500
msj0000814,500
msj0000815,500
msj0000816,500
msj0000817,500
msj0000818,500
msj0000819,500
msj0000820,500
msj0000821,500
msj0000822,500
msj0000823,500
msj0000824,500
msj0000825,500
msj0000826,500
msj0000827,500
msj0000828,500
msj0000829,500
msj0000830,500
msj0000831,500
msj0000832,500
msj0000833,500
msj0000834,500
msj0000835,500
msj0000836,500
msj0000837,500
msj0000838,500
msj0000839,500
msj0000840,500
msj0000841,500
msj0000842,500
msj0000843,500
msj0000844,500
msj0000845,500
msj0000846,500
msj0000847,500
msj0000848,500
msj0000849,500
msj0000850,500
msj0000851,500
msj0000852,500
msj0000853,500
msj0000854,500
msj0000855,500
msj0000856,500
msj0000857,500
msj0000858,500
msj0000859,500
msj0000860,500
msj0000861,500
msj0000862,500
msj0000863,500
msj0000864,500
msj0000865,500
msj0000866,500
msj0000867,500
msj0000868,500
msj0000869,500
msj0000870,500
msj0000871,500
msj0000872,500
msj0000873,500
msj0000874,500
msj0000875,500
msj0000876,500
msj0000877,500
msj0000878,500
msj0000879,500
msj0000880,500
msj0000881,500
msj0000882,500
msj0000883,500
msj0000884,500
msj0000885,500
msj0000886,500
msj0000887,500
msj0000888,500
msj0000889,500
msj0000890,500
msj0000891,500
msj0000892,500
msj0000893,500
msj0000894,500
msj0000895,500
msj0000896,500
msj0000897,500
msj0000898,500
msj0000899,500
msj0000900,500
msj0000901,500
msj0000902,500
msj0000903,500
msj0000904,500
msj0000905,500
msj0000906,500
msj0000907,500
msj0000908,500
msj0000909,500
msj0000910,500
msj0000911,500
msj0000912,500
msj0000913,500
msj0000914,500
msj0000915,500
msj0000916,500
msj0000917,500
msj0000918,500
msj0000919,500
msj0000920,500
msj0000921,500
msj0000922,500
msj0000923,500
msj0000924,500
msj0000925,500
msj0000926,500
msj0000927,500
msj0000928,500
msj0000929,500
msj0000930,500
msj0000931,500
msj0000932,500
msj0000933,500
msj0000934,500
msj0000935,500
msj0000936,500
msj0000937,500
msj0000938,500
msj0000939,500
msj0000940,500
msj0000941,500
msj0000942,500
msj0000943,500
msj0000944,500
msj0000945,500
msj0000946,500
msj0000947,500
msj0000948,500
msj0000949,500
msj0000950,500
msj0000951,500
msj0000952,500
msj0000953,500
msj0000954,500
msj0000955,500
msj0000956,500
msj0000957,500
msj0000958,500
msj0000959,500
msj0000960,500
msj0000961,500
msj0000962,500
msj0000963,500
msj0000964,500
msj0000965,500
msj0000966,500
msj0000967,500
msj0000968,500
msj0000969,500
msj0000970,500
msj0000971,500
msj0000972,500
msj0000973,500
msj0000974,500
msj0000975,500
msj0000976,500
msj0000977,500
msj0000978,500
msj0000979,500
msj0000980,500
msj0000981,500
msj0000982,500
msj0000983,500
msj0000984,500
msj0000985,500
msj0000986,500
msj0000987,500
msj0000988,500
msj0000989,500
msj0000990,500
msj0000991,500
msj0000992,500
msj0000993,500
msj0000994,500
msj0000995,500
msj0000996,500
msj0000997,500
msj0000998,500
msj0000999,500
msj0001000,500
msj0001001,500
msj0001002,500
msj0001003,500
msj0001004,500
msj0001005,500
msj0001006,500
msj0001007,500
msj0001008,500
msj0001009,500
msj0001010,500
msj0001011,500
msj0001012,500
msj0001013,500
msj0001014,500
msj0001015,500
msj0001016,500
msj0001017,500
msj0001018,500
msj0001019,500
msj0001020,500
msj0001021,500
msj0001022,500
msj0001023,500
msj0001024,500
msj0001025,500
msj0001026,500
msj0001027,500
msj0001028,500
msj0001029,500
msj0001030,500
msj0001031,500
msj0001032,500
msj0001033,500
msj0001034,500
msj0001035,500
msj0001036,500
msj0001037,500
msj0001038,500
msj0001039,500
msj0001040,500
msj0001041,500
msj0001042,500
msj0001043,500
msj0001044,500
msj0001045,500
msj0001046,500
msj0001047,500
msj0001048,500
msj0001049,500
msj0001050,500
msj0001051,500
msj0001052,500
msj0001053,500
msj0001054,500
msj0001055,500
msj0001056,500
msj0001057,500
msj0001058,500
msj0001059,500
msj0001060,500
msj0001061,500
msj0001062,500
msj0001063,500
msj0001064,500
msj0001065,500
msj0001066,500
msj0001067,500
msj0001068,500
msj0001069,500
msj0001070,500
msj0001071,500
msj0001072,500
msj0001073,500
msj0001074,500
msj0001075,500
msj0001076,500
msj0001077,500
msj0001078,500
msj0001079,500
msj0001080,500
msj0001081,500
msj0001082,500
msj0001083,500
msj0001084,500
msj0001085,500
msj0001086,500
msj0001087,500
msj0001088,500
msj0001089,500
msj0001090,500
msj0001091,500
msj0001092,500
msj0001093,500
msj0001094,500
msj0001095,500
msj0001096,500
msj0001097,500
msj0001098,500
msj0001099,500
msj0001100,500
msj0001101,500
msj0001102,500
msj0001103,500
msj0001104,500
msj0001105,500
msj0001106,500
msj0001107,500
msj0001108,500
msj0001109,500
msj0001110,500
msj0001111,500
msj0001112,500
msj0001113,500
msj0001114,500
msj0001115,500
msj0001116,500
msj0001117,500
msj0001118,500
msj0001119,500
msj0001120,500
msj0001121,500
msj0001122,500
msj0001123,500
msj0001124,500
msj0001125,500
msj0001126,500
msj0001127,500
msj0001128,500
msj0001129,500
msj0001130,500
msj0001131,500
msj0001132,500
msj0001133,500
msj0001134,500
msj0001135,500
msj0001136,500
msj0001137,500
msj0001138,500
msj0001139,500
msj0001140,500
msj0001141,500
msj0001142,500
msj0001143,500
msj0001144,500
msj0001145,500
msj0001146,500
msj0001147,500
msj0001148,500
msj0001149,500
msj0001150,500
msj0001151,500
msj0001152,500
msj0001153,500
msj0001154,500
msj0001155,500
msj0001156,500
msj0001157,500
msj0001158,500
msj0001159,500
msj0001160,500
msj0001161,500
msj0001162,500
msj0001163,500
msj0001164,500
msj0001165,500
msj0001166,500
msj0001167,500
msj0001168,500
msj0001169,500
msj0001170,500
msj0001171,500
msj0001172,500
msj0001173,500
msj0001174,500
msj0001175,500
msj0001176,500
msj0001177,500
msj0001178,500
msj0001179,500
msj0001180,500
msj0001181,500
msj0001182,500
msj0001183,500
msj0001184,500
msj0001185,500
msj0001186,500
msj0001187,500
msj0001188,500
msj0001189,500
msj0001190,500
msj0001191,500
msj0001192,500
msj0001193,500
msj0001194,500
msj0001195,500
msj0001196,500
msj0001197,500
msj0001198,500
msj0001199,500
msj0001200,500
msj0001201,500
msj0001202,500
msj0001203,500
msj0001204,500
msj0001205,500
msj0001206,500
msj0001207,500
msj0001208,500
msj0001209,500
msj0001210,500
msj0001211,500
msj0001212,500
msj0001213,500
msj0001214,500
msj0001215,500
msj0001216,500
msj0001217,500
msj0001218,500
msj0001219,500
msj0001220,500
msj0001221,500
msj0001222,500
msj0001223,500
msj0001224,500
msj0001225,500
msj0001226,500
msj0001227,500
msj0001228,500
msj0001229,500
msj0001230,500
msj0001231,500
msj0001232,500
msj0001233,500
msj0001234,500
msj0001235,500
msj0001236,500
msj0001237,500
msj0001238,500
msj0001239,500
msj0001240,500
msj0001241,500
msj0001242,500
msj0001243,500
msj0001244,500
msj0001245,500
msj0001246,500
msj0001247,500
msj0001248,500
msj0001249,500
msj0001250,500
msj0001251,500
msj0001252,500
msj0001253,500
msj0001254,500
msj0001255,500
msj0001256,500
msj0001257,500
msj0001258,500
msj0001259,500
msj0001260,500
msj0001261,500
msj0001262,500
msj0001263,500
msj0001264,500
msj0001265,500
msj0001266,500
msj0001267,500
msj0001268,500
msj0001269,500
msj0001270,500
msj0001271,500
msj0001272,500
msj0001273,500
msj0001274,500
msj0001275,500
msj0001276,500
msj0001277,500
msj0001278,500
msj0001279,500
msj0001280,500
msj0001281,500
msj0001282,500
msj0001283,500
msj0001284,500
msj0001285,500
msj0001286,500
msj0001287,500
msj0001288,500
msj0001289,500
msj0001290,500
msj0001291,500
msj0001292,500
msj0001293,500
msj0001294,500
msj0001295,500
msj0001296,500
msj0001297,500
msj0001298,500
msj0001299,500
msj0001300,500
msj0001301,500
msj0001302,500
msj0001303,500
msj0001304,500
msj0001305,500
msj0001306,500
msj0001307,500
msj0001308,500
msj0001309,500
msj0001310,500
msj0001311,500
msj0001312,500
msj0001313,500
msj0001314,500
msv0000016,500
msv0000017,500
msv0000018,500
msv0000019,500
msv0000020,500
msv0000021,500
msv0000022,500
msv0000023,500
msv0000024,500
msv0000025,500
msv0000026,500
msv0000027,500
msv0000028,500
msv0000029,500
msv0000030,500
msv0000031,500
msv0000032,500
msv0000033,500
msv0000034,500
msv0000035,500
msv0000036,500
msv0000037,500
msv0000038,500
msv0000039,500
msv0000040,500
msv0000041,500
msv0000042,500
msv0000043,500
msv0000044,500
msv0000045,500
msv0000046,500
msv0000047,500
msv0000048,500
msv0000049,500
msv0000050,500
msv0000051,500
msv0000052,500
msv0000053,500
msv0000054,500
msv0000055,500
msv0000056,500
msv0000057,500
msv0000058,500
msv0000059,500
msv0000060,500
msv0000061,500
msv0000062,500
msv0000063,500
msv0000064,500
msv0000065,500
msv0000066,500
msv0000067,500
msv0000068,500
msv0000069,500
msv0000070,500
msv0000071,500
msv0000072,500
msv0000073,500
msv0000074,500
msv0000075,500
msv0000076,500
msv0000077,500
msv0000078,500
msv0000079,500
msv0000080,500
msv0000081,500
msv0000082,500
msv0000083,500
msv0000084,500
msv0000085,500
msv0000086,500
msv0000087,500
msv0000088,500
msv0000089,500
msv0000090,500
msv0000091,500
msv0000092,500
msv0000093,500
msv0000094,500
msv0000095,500
msv0000096,500
msv0000097,500
msv0000098,500
msv0000099,500
msv0000100,500
msv0000101,500
msv0000102,500
msv0000103,500
msv0000104,500
msv0000105,500
msv0000106,500
msv0000107,500
msv0000108,500
msv0000109,500
msv0000110,500
msv0000111,500
msv0000112,500
msv0000113,500
msv0000114,500
msv0000115,500
msv0000116,500
msv0000117,500
msv0000118,500
msv0000119,500
msv0000120,500
msv0000121,500
msv0000122,500
msv0000123,500
msv0000124,500
msv0000125,500
msv0000126,500
msv0000127,500
msv0000128,500
msv0000129,500
msv0000130,500
msv0000131,500
msv0000132,500
msv0000133,500
msv0000134,500
msv0000135,500
msv0000136,500
msv0000137,500
msv0000138,500
msv0000139,500
msv0000140,500
msv0000141,500
msv0000142,500
msv0000143,500
msv0000144,500
msv0000145,500
msv0000146,500
msv0000147,500
msv0000148,500
msv0000149,500
msv0000150,500
msv0000151,500
msv0000152,500
msv0000153,500
msv0000154,500
msv0000155,500
msv0000156,500
msv0000157,500
msv0000158,500
msv0000159,500
msv0000160,500
msv0000161,500
msv0000162,500
msv0000163,500
msv0000164,500
msv0000165,500
msv0000166,500
msv0000167,500
msv0000168,500
msv0000169,500
msv0000170,500
msv0000171,500
msv0000172,500
msv0000173,500
msv0000174,500
msv0000175,500
msv0000176,500
msv0000177,500
msv0000178,500
msv0000179,500
msv0000180,500
msv0000181,500
msv0000182,500
msv0000183,500
msv0000184,500
msv0000185,500
msv0000186,500
msv0000187,500
msv0000188,500
msv0000189,500
msv0000190,500
msv0000191,500
msv0000192,500
msv0000193,500
msv0000194,500
msv0000195,500
msv0000196,500
msv0000197,500
msv0000198,500
msv0000199,500
msv0000200,500
msv0000201,500
msv0000202,500
msv0000203,500
msv0000204,500
msv0000205,500
msv0000206,500
msv0000207,500
msv0000208,500
msv0000209,500
msv0000210,500
msv0000211,500
msv0000212,500
msv0000213,500
msv0000214,500
msv0000215,500
msv0000216,500
msv0000217,500
msv0000218,500
msv0000219,500
msv0000220,500
msv0000221,500
msv0000222,500
msv0000223,500
msv0000224,500
msv0000225,500
msv0000226,500
msv0000227,500
msv0000228,500
msv0000229,500
msv0000230,500
msv0000231,500
msv0000232,500
msv0000233,500
msv0000234,500
msv0000235,500
msv0000236,500
msv0000237,500
msv0000238,500
msv0000239,500
msv0000240,500
msv0000241,500
msv0000242,500
msv0000243,500
msv0000244,500
msv0000245,500
msv0000246,500
msv0000247,500
msv0000248,500
msv0000249,500
msv0000250,500
msv0000251,500
msv0000252,500
msv0000253,500
msv0000254,500
msv0000255,500
msv0000256,500
msv0000257,500
msv0000258,500
msv0000259,500
msv0000260,500
msv0000261,500
msv0000262,500
msv0000263,500
msv0000264,500
msv0000265,500
msv0000266,500
msv0000267,500
msv0000268,500
msv0000269,500
msv0000270,500
msv0000271,500
msv0000272,500
msv0000273,500
msv0000274,500
msv0000275,500
msv0000276,500
msv0000277,500
msv0000278,500
msv0000279,500
msv0000280,500
msv0000281,500
msv0000282,500
msv0000283,500
msv0000284,500
msv0000285,500
msv0000286,500
msv0000287,500
msv0000288,500
msv0000289,500
msv0000290,500
msv0000291,500
msv0000292,500
msv0000293,500
msv0000294,500
msv0000295,500
msv0000296,500
msv0000297,500
msv0000298,500
msv0000299,500
msv0000300,500
msv0000301,500
msv0000302,500
msv0000303,500
msv0000304,500
msv0000305,500
msv0000306,500
msv0000307,500
msv0000308,500
msv0000309,500
msv0000310,500
msv0000311,500
msv0000312,500
msv0000313,500
msv0000314,500
msv0000315,500
msv0000316,500
msv0000317,500
msv0000318,500
msv0000319,500
msv0000320,500
msv0000321,500
msv0000322,500
msv0000323,500
msv0000324,500
msv0000325,500
msv0000326,500
msv0000327,500
msv0000328,500
msv0000329,500
msv0000330,500
msv0000331,500
msv0000332,500
msv0000333,500
msv0000334,500
msv0000335,500
msv0000336,500
msv0000337,500
msv0000338,500
msv0000339,500
msv0000340,500
msv0000341,500
msv0000342,500
msv0000343,500
msv0000344,500
msv0000345,500
msv0000346,500
msv0000347,500
msv0000348,500
msv0000349,500
msv0000350,500
msv0000351,500
msv0000352,500
msv0000353,500
msv0000354,500
msv0000355,500
msv0000356,500
msv0000357,500
msv0000358,500
msv0000359,500
msv0000360,500
msv0000361,500
msv0000362,500
msv0000363,500
msv0000364,500
msv0000365,500
msv0000366,500
msv0000367,500
msv0000368,500
msv0000369,500
msv0000370,500
msv0000371,500
msv0000372,500
msv0000373,500
msv0000374,500
msv0000375,500
msv0000376,500
msv0000377,500
msv0000378,500
msv0000379,500
msv0000380,500
msv0000381,500
msv0000382,500
msv0000383,500
msv0000384,500
msv0000385,500
msv0000386,500
msv0000387,500
msv0000388,500
msv0000389,500
msv0000390,500
msv0000391,500
msv0000392,500
msv0000393,500
msv0000394,500
msv0000395,500
msv0000396,500
msv0000397,500
msv0000398,500
msv0000399,500
msv0000400,500
msv0000401,500
msv0000402,500
msv0000403,500
msv0000404,500
msv0000405,500
msv0000406,500
msv0000407,500
msv0000408,500
msv0000409,500
msv0000410,500
msv0000411,500
msv0000412,500
msv0000413,500
msv0000414,500
msv0000415,500
msv0000416,500
msv0000417,500
msv0000418,500
msv0000419,500
msv0000420,500
msv0000421,500
msv0000422,500
msv0000423,500
msv0000424,500
msv0000425,500
msv0000426,500
msv0000427,500
msv0000428,500
msv0000429,500
msv0000430,500
msv0000431,500
msv0000432,500
msv0000433,500
msv0000434,500
msv0000435,500
msv0000436,500
msv0000437,500
msv0000438,500
msv0000439,500
msv0000440,500
msv0000441,500
msv0000442,500
msv0000443,500
msv0000444,500
msv0000445,500
msv0000446,500
msv0000447,500
msv0000448,500
msv0000449,500
msv0000450,500
msv0000451,500
msv0000452,500
msv0000453,500
msv0000454,500
msv0000455,500
msv0000456,500
msv0000457,500
msv0000458,500
msv0000459,500
msv0000460,500
msv0000461,500
msv0000462,500
msv0000463,500
msv0000464,500
msv0000465,500
msv0000466,500
msv0000467,500
msv0000468,500
msv0000469,500
msv0000470,500
msv0000471,500
msv0000472,500
msv0000473,500
msv0000474,500
msv0000475,500
msv0000476,500
msv0000477,500
msv0000478,500
msv0000479,500
msv0000480,500
msv0000481,500
msv0000482,500
msv0000483,500
msv0000484,500
msv0000485,500
msv0000486,500
msv0000487,500
msv0000488,500
msv0000489,500
msv0000490,500
msv0000491,500
msv0000492,500
msv0000493,500
msv0000494,500
msv0000495,500
msv0000496,500
msv0000497,500
msv0000498,500
msv0000499,500
msv0000500,500
msv0000501,500
msv0000502,500
msv0000503,500
msv0000504,500
msv0000505,500
msv0000506,500
msv0000507,500
msv0000508,500
msv0000509,500
msv0000510,500
msv0000511,500
msv0000512,500
msv0000513,500
msv0000514,500
msv0000515,500
msv0000516,500
msv0000517,500
msv0000518,500
msv0000519,500
msv0000520,500
msv0000521,500
msv0000522,500
msv0000523,500
msv0000524,500
msv0000525,500
msv0000526,500
msv0000527,500
msv0000528,500
msv0000529,500
msv0000530,500
msv0000531,500
msv0000532,500
msv0000533,500
msv0000534,500
msv0000535,500
msv0000536,500
msv0000537,500
msv0000538,500
msv0000539,500
msv0000540,500
msv0000541,500
msv0000542,500
msv0000543,500
msv0000544,500
msv0000545,500
msv0000546,500
msv0000547,500
msv0000548,500
msv0000549,500
msv0000550,500
msv0000551,500
msv0000552,500
msv0000553,500
msv0000554,500
msv0000555,500
msv0000556,500
msv0000557,500
msv0000558,500
msv0000559,500
msv0000560,500
msv0000561,500
msv0000562,500
msv0000563,500
msv0000564,500
msv0000565,500
msv0000566,500
msv0000567,500
msv0000568,500
msv0000569,500
msv0000570,500
msv0000571,500
msv0000572,500
msv0000573,500
msv0000574,500
msv0000575,500
msv0000576,500
msv0000577,500
msv0000578,500
msv0000579,500
msv0000580,500
msv0000581,500
msv0000582,500
msv0000583,500
msv0000584,500
msv0000585,500
msv0000586,500
msv0000587,500
msv0000588,500
msv0000589,500
msv0000590,500
msv0000591,500
msv0000592,500
msv0000593,500
msv0000594,500
msv0000595,500
msv0000596,500
msv0000597,500
msv0000598,500
msv0000599,500
msv0000600,500
msv0000601,500
msv0000602,500
msv0000603,500
msv0000604,500
msv0000605,500
msv0000606,500
msv0000607,500
msv0000608,500
msv0000609,500
msv0000610,500
msv0000611,500
msv0000612,500
msv0000613,500
msv0000614,500
msv0000615,500
msv0000616,500
msv0000617,500
msv0000618,500
msv0000619,500
msv0000620,500
msv0000621,500
msv0000622,500
msv0000623,500
msv0000624,500
msv0000625,500
msv0000626,500
msv0000627,500
msv0000628,500
msv0000629,500
msv0000630,500
msv0000631,500
msv0000632,500
msv0000633,500
msv0000634,500
msv0000635,500
msv0000636,500
msv0000637,500
msv0000638,500
msv0000639,500
msv0000640,500
msv0000641,500
msv0000642,500
msv0000643,500
msv0000644,500
msv0000645,500
msv0000646,500
msv0000647,500
msv0000648,500
msv0000649,500
msv0000650,500
msv0000651,500
msv0000652,500
msv0000653,500
msv0000654,500
msv0000655,500
msv0000656,500
msv0000657,500
msv0000658,500
msv0000659,500
msv0000660,500
msv0000661,500
msv0000662,500
msv0000663,500
msv0000664,500
msv0000665,500
msv0000666,500
msv0000667,500
msv0000668,500
msv0000669,500
msv0000670,500
msv0000671,500
msv0000672,500
msv0000673,500
msv0000674,500
msv0000675,500
msv0000676,500
msv0000677,500
msv0000678,500
msv0000679,500
msv0000680,500
msv0000681,500
msv0000682,500
msv0000683,500
msv0000684,500
msv0000685,500
msv0000686,500
msv0000687,500
msv0000688,500
msv0000689,500
msv0000690,500
msv0000691,500
msv0000692,500
msv0000693,500
msv0000694,500
msv0000695,500
msv0000696,500
msv0000697,500
msv0000698,500
msv0000699,500
msv0000700,500
msv0000701,500
msv0000702,500
msv0000703,500
msv0000704,500
msv0000705,500
msv0000706,500
msv0000707,500
msv0000708,500
msv0000709,500
msv0000710,500
msv0000711,500
msv0000712,500
msv0000713,500
msv0000714,500
msv0000715,500
msv0000716,500
msv0000717,500
msv0000718,500
msv0000719,500
msv0000720,500
msv0000721,500
msv0000722,500
msv0000723,500
msv0000724,500
msv0000725,500
msv0000726,500
msv0000727,500
msv0000728,500
msv0000729,500
msv0000730,500
msv0000731,500
msv0000732,500
msv0000733,500
msv0000734,500
msv0000735,500
msv0000736,500
msv0000737,500
msv0000738,500
msv0000739,500
msv0000740,500
msv0000741,500
msv0000742,500
msv0000743,500
msv0000744,500
msv0000745,500
msv0000746,500
msv0000747,500
msv0000748,500
msv0000749,500
msv0000750,500
msv0000751,500
msv0000752,500
msv0000753,500
msv0000754,500
msv0000755,500
msv0000756,500
msv0000757,500
msv0000758,500
msv0000759,500
msv0000760,500
msv0000761,500
msv0000762,500
msv0000763,500
msv0000764,500
msv0000765,500
msv0000766,500
msv0000767,500
msv0000768,500
msv0000769,500
msv0000770,500
msv0000771,500
msv0000772,500
msv0000773,500
msv0000774,500
msv0000775,500
msv0000776,500
msv0000777,500
msv0000778,500
msv0000779,500
msv0000780,500
msv0000781,500
msv0000782,500
msv0000783,500
msv0000784,500
msv0000785,500
msv0000786,500
msv0000787,500
msv0000788,500
msv0000789,500
msv0000790,500
msv0000791,500
msv0000792,500
msv0000793,500
msv0000794,500
msv0000795,500
msv0000796,500
msv0000797,500
msv0000798,500
msv0000799,500
msv0000800,500
msv0000801,500
msv0000802,500
msv0000803,500
msv0000804,500
msv0000805,500
msv0000806,500
msv0000807,500
msv0000808,500
msv0000809,500
msv0000810,500
msv0000811,500
msv0000812,500
msv0000813,500
msv0000814,500
msv0000815,500
msv0000816,500
msv0000817,500
msv0000818,500
msv0000819,500
msv0000820,500
msv0000821,500
msv0000822,500
msv0000823,500
msv0000824,500
msv0000825,500
msv0000826,500
msv0000827,500
msv0000828,500
msv0000829,500
msv0000830,500
msv0000831,500
msv0000832,500
msv0000833,500
msv0000834,500
msv0000835,500
msv0000836,500
msv0000837,500
msv0000838,500
msv0000839,500
msv0000840,500
msv0000841,500
msv0000842,500
msv0000843,500
msv0000844,500
msv0000845,500
msv0000846,500
msv0000847,500
msv0000848,500
msv0000849,500
msv0000850,500
msv0000851,500
msv0000852,500
msv0000853,500
msv0000854,500
msv0000855,500
msv0000856,500
msv0000857,500
msv0000858,500
msv0000859,500
msv0000860,500
msv0000861,500
msv0000862,500
msv0000863,500
msv0000864,500
msv0000865,500
msv0000866,500
msv0000867,500
msv0000868,500
msv0000869,500
msv0000870,500
msv0000871,500
msv0000872,500
msv0000873,500
msv0000874,500
msv0000875,500
msv0000876,500
msv0000877,500
msv0000878,500
msv0000879,500
msv0000880,500
msv0000881,500
msv0000882,500
msv0000883,500
msv0000884,500
msv0000885,500
msv0000886,500
msv0000887,500
msv0000888,500
msv0000889,500
msv0000890,500
msv0000891,500
msv0000892,500
msv0000893,500
msv0000894,500
msv0000895,500
